numero_coleta;cliente_id;cliente;razao_social;mtr;ticket;residuo_coleta;peso_liquido_kg;status_conferencia;esteira;motivo;contrato_residuo_match;valor_unitario_contrato;faturamento_minimo_kg;unidade_medida;residuos_no_contrato;caminhoes_com_valor;pendencias_view;acao_sugerida;residuo_contrato_correto;valor_corrigido;unidade_medida_nova;faturamento_minimo_kg_novo;confirmado
90056;4aa1a85d-43f7-42b8-820c-4bddf780be18;HB FULLER BRASIL LTDA. - 63611 (FABRICA);HB FULLER BRASIL LTDA. - 63611 (FABRICA);MTR-20260528-151640;151640;Mix contaminado — Classe I;10220;PRONTO_PARA_FATURAR;;SEM_MATCH_RESIDUO;;;;;Resíduos Solidos Diversos (R$ 0.85/un) | Efluente Industrial (R$ 0.31/un);;"aguardando aprovação do Faturamento, sem valor";Conferir nome do resíduo na coleta vs cadastro do cliente;Mix contaminado — Classe I;;kg;;
90061;4aa1a85d-43f7-42b8-820c-4bddf780be18;HB FULLER BRASIL LTDA. - 63611 (FABRICA);HB FULLER BRASIL LTDA. - 63611 (FABRICA);MTR-20260528-145935;145935;Classe II;4510;PRONTO_PARA_FATURAR;;SEM_MATCH_RESIDUO;;;;;Resíduos Solidos Diversos (R$ 0.85/un) | Efluente Industrial (R$ 0.31/un);;"aguardando aprovação do Faturamento, sem valor";Conferir nome do resíduo na coleta vs cadastro do cliente;Classe II;;kg;;
90064;4aa1a85d-43f7-42b8-820c-4bddf780be18;HB FULLER BRASIL LTDA. - 63611 (FABRICA);HB FULLER BRASIL LTDA. - 63611 (FABRICA);MTR-20260528-165720;165720;CLASSE II;6510;PRONTO_PARA_FATURAR;;SEM_MATCH_RESIDUO;;;;;Resíduos Solidos Diversos (R$ 0.85/un) | Efluente Industrial (R$ 0.31/un);;"aguardando aprovação do Faturamento, sem valor";Conferir nome do resíduo na coleta vs cadastro do cliente;CLASSE II;;kg;;
90143;;HB FULLER BRASIL LTDA. - 63611 (FABRICA);;MTR-20260601-133024;133024;Efluente Industrial — Classe I;14900;PRONTO_PARA_FATURAR;;SEM_RESIDUOS_CONTRATO_JSONB;;;;;;;"aguardando aprovação do Faturamento, sem valor";Migrar/preencher residuos_contrato no cadastro do cliente;Efluente Industrial — Classe I;;kg;;
90224;59427f8e-9af7-4ecb-8ce8-70629c744496;JR COMERCIO DE MATERIAIS PARA POLIMENTOS DE METAIS LTDA;JR COMERCIO DE MATERIAIS PARA POLIMENTOS DE METAIS LTDA;MTR-20260604-114917;114917;SEBO DE BOI — Classe II;3930;PRONTO_PARA_FATURAR;;VALOR_ZERO_NO_CONTRATO;SEBO DE BOI;0;;kg;SEBO DE BOI (R$ 0/un);;"aguardando aprovação do Faturamento, sem valor";Preencher valor (R$/kg ou unidade) no cadastro do cliente e salvar;SEBO DE BOI;;kg;;
90126;641db5d2-6661-4293-93c6-37453a7e12b9;LABTERAPI LABORATORIO DE PRODUTOS NATURAIS EIRELI;LABTERAPI LABORATORIO DE PRODUTOS NATURAIS EIRELI;MTR-20260529-162821;162821;PRODUTO ACABADO — SÓLIDO;1211;PRONTO_PARA_FATURAR;;SEM_MATCH_RESIDUO;;;;;EFLUENTE (R$ 0/un);;"aguardando aprovação do Faturamento, sem valor";Conferir nome do resíduo na coleta vs cadastro do cliente;PRODUTO ACABADO — SÓLIDO;;kg;;
90231;641db5d2-6661-4293-93c6-37453a7e12b9;LABTERAPI LABORATORIO DE PRODUTOS NATURAIS EIRELI;LABTERAPI LABORATORIO DE PRODUTOS NATURAIS EIRELI;MTR-20260604-084903;084903;EFLUENTE — Classe I;7300;PRONTO_PARA_FATURAR;;VALOR_ZERO_NO_CONTRATO;EFLUENTE;0;;kg;EFLUENTE (R$ 0/un);;"aguardando aprovação do Faturamento, sem valor";Preencher valor (R$/kg ou unidade) no cadastro do cliente e salvar;EFLUENTE;;kg;;
90054;a1a54594-acda-4581-b3b9-af9ba461a0da;LANCO LTDA;LANCO LTDA;MTR-20260528-152610;152610;Efluente industrial — Classe I;15870;PRONTO_PARA_FATURAR;;VALOR_ZERO_NO_CONTRATO;EFLUENTE;0;;kg;EFLUENTE (R$ 0/un);;"aguardando aprovação do Faturamento, sem valor";Preencher valor (R$/kg ou unidade) no cadastro do cliente e salvar;EFLUENTE;;kg;;
90024;b8784b59-0ec1-44a3-ba8b-23f8512f60fb;LAVAPANO TEXTIL LTDA;LAVAPANO TEXTIL LTDA;MTR-20260526-115950;115950;BORRA DE ÓLEO — LÍQUIDO;10450;PRONTO_PARA_FATURAR;;SEM_MATCH_RESIDUO;;;;;EFLUENTE INDUSTRIAL (R$ 0/un) | MIX DE CONTAMINADO / BORRA (R$ 0/un);;"aguardando aprovação do Faturamento, sem valor";Conferir nome do resíduo na coleta vs cadastro do cliente;BORRA DE ÓLEO — LÍQUIDO;;kg;;
90132;b8784b59-0ec1-44a3-ba8b-23f8512f60fb;LAVAPANO TEXTIL LTDA;LAVAPANO TEXTIL LTDA;MTR-20260529-163358;163358;EFLUENTE — LÍQUIDO;13100;PRONTO_PARA_FATURAR;;SEM_MATCH_RESIDUO;;;;;EFLUENTE INDUSTRIAL (R$ 0/un) | MIX DE CONTAMINADO / BORRA (R$ 0/un);;"aguardando aprovação do Faturamento, sem valor";Conferir nome do resíduo na coleta vs cadastro do cliente;EFLUENTE — LÍQUIDO;;kg;;
90034;86779922-f5eb-4400-9c97-81fd521fb159;LEVITARE - INDUSTRIA E COMERCIO DE LATICINIOS LTDA;LEVITARE - INDUSTRIA E COMERCIO DE LATICINIOS LTDA;MTR-20260526-163258;163258;LODO — SEMISSÓLIDO;28800;PRONTO_PARA_FATURAR;;SEM_MATCH_RESIDUO;;;;;SORO DE LEITE (R$ 0/un);;"aguardando aprovação do Faturamento, sem valor";Conferir nome do resíduo na coleta vs cadastro do cliente;LODO — SEMISSÓLIDO;;kg;;
90297;86779922-f5eb-4400-9c97-81fd521fb159;LEVITARE - INDUSTRIA E COMERCIO DE LATICINIOS LTDA;LEVITARE - INDUSTRIA E COMERCIO DE LATICINIOS LTDA;MTR-20260609-153816;153816;SORO DE LEITE — Classe I;14450;PRONTO_PARA_FATURAR;;VALOR_ZERO_NO_CONTRATO;SORO DE LEITE;0;;kg;SORO DE LEITE (R$ 0/un);;"aguardando aprovação do Faturamento, sem valor";Preencher valor (R$/kg ou unidade) no cadastro do cliente e salvar;SORO DE LEITE;;kg;;
90030;92040b16-6a58-432b-85aa-cb938220b3a3;MAHLE METAL LEVE S.A.;MAHLE METAL LEVE S.A.;MTR-20260526-104545;104545;FRETE;5150;PRONTO_PARA_FATURAR;;VALOR_ZERO_NO_CONTRATO;FRETE;0;;;FRETE (R$ 0/un);;"aguardando aprovação do Faturamento, sem valor";Preencher valor (R$/kg ou unidade) no cadastro do cliente e salvar;FRETE;;kg;;
90085;92040b16-6a58-432b-85aa-cb938220b3a3;MAHLE METAL LEVE S.A.;MAHLE METAL LEVE S.A.;MTR-20260527-170550;170550;FRETE;0;PENDENTE;;VALOR_ZERO_NO_CONTRATO;FRETE;0;;;FRETE (R$ 0/un);;"sem peso líquido, aguardando aprovação do Faturamento, sem valor";Preencher valor (R$/kg ou unidade) no cadastro do cliente e salvar;FRETE;;kg;;
90204;92040b16-6a58-432b-85aa-cb938220b3a3;MAHLE METAL LEVE S.A.;MAHLE METAL LEVE S.A.;MTR-20260603-143558;143558;FRETE;2420;PRONTO_PARA_FATURAR;;VALOR_ZERO_NO_CONTRATO;FRETE;0;;;FRETE (R$ 0/un);;"aguardando aprovação do Faturamento, sem valor";Preencher valor (R$/kg ou unidade) no cadastro do cliente e salvar;FRETE;;kg;;
90232;de7a9f00-c922-4b28-b0c7-410ba3db5833;MARBOW RESINAS EIRELI;MARBOW RESINAS EIRELI;MTR-20260605-131248;131248;FOSSA SEPTICA — Classe II;12110;PRONTO_PARA_FATURAR;;VALOR_ZERO_NO_CONTRATO;FOSSA SEPTICA;0;0;kg;BIG BAGS CONTAMINADOS (R$ 0.72/un) | EFLUENTE INDUSTRIAL (R$ 0.5/un) | MIX DE SOLIDOS DIVERSOS (R$ 0.72/un) | FOSSA SEPTICA (R$ 0/un);CARRETA GRANELEIRA | ROLLON - CAIXA BAIXA OU ALTA | VACUO - FOSSA;"aguardando aprovação do Faturamento, sem valor";Preencher valor (R$/kg ou unidade) no cadastro do cliente e salvar;FOSSA SEPTICA;;kg;0;
90016;d53b7220-fbb2-474c-9966-ff7fd438889f;METALEX LTDA;METALEX LTDA;MTR-20260526-101751;101751;MADEIRA;6200;PRONTO_PARA_FATURAR;;VALOR_ZERO_NO_CONTRATO;MADEIRA;0;0;kg;EMULSÃO OLEOSA (R$ 0/un) | ENTULHO (R$ 0.2/un) | MATERIAL REFRATÁRIO (R$ 0.5/un) | MADEIRA (R$ 0/un) | EDDY CURRENT (R$ 0.5/un) | PÓ DE INDEX (R$ 0/un) | SUCATA (R$ 0/un);POLIGUINDASTE | ROLLON | ROLLON - MADEIRA;"aguardando aprovação do Faturamento, sem valor";Preencher valor (R$/kg ou unidade) no cadastro do cliente e salvar;MADEIRA;;kg;0;
90076;d53b7220-fbb2-474c-9966-ff7fd438889f;METALEX LTDA;METALEX LTDA;MTR-20260529-113922;113922;PÓ DE INDEX — Classe II;3670;PRONTO_PARA_FATURAR;;VALOR_ZERO_NO_CONTRATO;PÓ DE INDEX;0;;kg;EMULSÃO OLEOSA (R$ 0/un) | ENTULHO (R$ 0.2/un) | MATERIAL REFRATÁRIO (R$ 0.5/un) | MADEIRA (R$ 0/un) | EDDY CURRENT (R$ 0.5/un) | PÓ DE INDEX (R$ 0/un) | SUCATA (R$ 0/un);POLIGUINDASTE | ROLLON | ROLLON - MADEIRA;"aguardando aprovação do Faturamento, sem valor";Preencher valor (R$/kg ou unidade) no cadastro do cliente e salvar;PÓ DE INDEX;;kg;;
90077;d53b7220-fbb2-474c-9966-ff7fd438889f;METALEX LTDA;METALEX LTDA;MTR-20260528-182342;182342;PÓ DE INDEX — Classe II;1950;PRONTO_PARA_FATURAR;;VALOR_ZERO_NO_CONTRATO;PÓ DE INDEX;0;;kg;EMULSÃO OLEOSA (R$ 0/un) | ENTULHO (R$ 0.2/un) | MATERIAL REFRATÁRIO (R$ 0.5/un) | MADEIRA (R$ 0/un) | EDDY CURRENT (R$ 0.5/un) | PÓ DE INDEX (R$ 0/un) | SUCATA (R$ 0/un);POLIGUINDASTE | ROLLON | ROLLON - MADEIRA;"aguardando aprovação do Faturamento, sem valor";Preencher valor (R$/kg ou unidade) no cadastro do cliente e salvar;PÓ DE INDEX;;kg;;
90107;d53b7220-fbb2-474c-9966-ff7fd438889f;METALEX LTDA;METALEX LTDA;MTR-20260528-182248;182248;MADEIRA;2540;PRONTO_PARA_FATURAR;;VALOR_ZERO_NO_CONTRATO;MADEIRA;0;0;kg;EMULSÃO OLEOSA (R$ 0/un) | ENTULHO (R$ 0.2/un) | MATERIAL REFRATÁRIO (R$ 0.5/un) | MADEIRA (R$ 0/un) | EDDY CURRENT (R$ 0.5/un) | PÓ DE INDEX (R$ 0/un) | SUCATA (R$ 0/un);POLIGUINDASTE | ROLLON | ROLLON - MADEIRA;"aguardando aprovação do Faturamento, sem valor";Preencher valor (R$/kg ou unidade) no cadastro do cliente e salvar;MADEIRA;;kg;0;
90112;d53b7220-fbb2-474c-9966-ff7fd438889f;METALEX LTDA;METALEX LTDA;MTR-20260527-170612;170612;PÓ DE INDEX — Classe II;7280;PRONTO_PARA_FATURAR;;VALOR_ZERO_NO_CONTRATO;PÓ DE INDEX;0;;kg;EMULSÃO OLEOSA (R$ 0/un) | ENTULHO (R$ 0.2/un) | MATERIAL REFRATÁRIO (R$ 0.5/un) | MADEIRA (R$ 0/un) | EDDY CURRENT (R$ 0.5/un) | PÓ DE INDEX (R$ 0/un) | SUCATA (R$ 0/un);POLIGUINDASTE | ROLLON | ROLLON - MADEIRA;"aguardando aprovação do Faturamento, sem valor";Preencher valor (R$/kg ou unidade) no cadastro do cliente e salvar;PÓ DE INDEX;;kg;;
90182;d53b7220-fbb2-474c-9966-ff7fd438889f;METALEX LTDA;METALEX LTDA;MTR-20260602-155853;155853;MADEIRA;6500;PRONTO_PARA_FATURAR;;VALOR_ZERO_NO_CONTRATO;MADEIRA;0;0;kg;EMULSÃO OLEOSA (R$ 0/un) | ENTULHO (R$ 0.2/un) | MATERIAL REFRATÁRIO (R$ 0.5/un) | MADEIRA (R$ 0/un) | EDDY CURRENT (R$ 0.5/un) | PÓ DE INDEX (R$ 0/un) | SUCATA (R$ 0/un);POLIGUINDASTE | ROLLON | ROLLON - MADEIRA;"aguardando aprovação do Faturamento, sem valor";Preencher valor (R$/kg ou unidade) no cadastro do cliente e salvar;MADEIRA;;kg;0;
90205;d53b7220-fbb2-474c-9966-ff7fd438889f;METALEX LTDA;METALEX LTDA;MTR-20260604-071522;071522;SUCATA;510;PRONTO_PARA_FATURAR;;VALOR_ZERO_NO_CONTRATO;SUCATA;0;;kg;EMULSÃO OLEOSA (R$ 0/un) | ENTULHO (R$ 0.2/un) | MATERIAL REFRATÁRIO (R$ 0.5/un) | MADEIRA (R$ 0/un) | EDDY CURRENT (R$ 0.5/un) | PÓ DE INDEX (R$ 0/un) | SUCATA (R$ 0/un);POLIGUINDASTE | ROLLON | ROLLON - MADEIRA;"aguardando aprovação do Faturamento, sem valor";Preencher valor (R$/kg ou unidade) no cadastro do cliente e salvar;SUCATA;;kg;;
90212;d53b7220-fbb2-474c-9966-ff7fd438889f;METALEX LTDA;METALEX LTDA;MTR-20260604-123039;123039;MADEIRA;3430;PRONTO_PARA_FATURAR;;VALOR_ZERO_NO_CONTRATO;MADEIRA;0;0;kg;EMULSÃO OLEOSA (R$ 0/un) | ENTULHO (R$ 0.2/un) | MATERIAL REFRATÁRIO (R$ 0.5/un) | MADEIRA (R$ 0/un) | EDDY CURRENT (R$ 0.5/un) | PÓ DE INDEX (R$ 0/un) | SUCATA (R$ 0/un);POLIGUINDASTE | ROLLON | ROLLON - MADEIRA;"aguardando aprovação do Faturamento, sem valor";Preencher valor (R$/kg ou unidade) no cadastro do cliente e salvar;MADEIRA;;kg;0;
90222;d53b7220-fbb2-474c-9966-ff7fd438889f;METALEX LTDA;METALEX LTDA;MTR-20260604-073511;073511;PÓ DE INDEX — Classe II;4020;PRONTO_PARA_FATURAR;;VALOR_ZERO_NO_CONTRATO;PÓ DE INDEX;0;;kg;EMULSÃO OLEOSA (R$ 0/un) | ENTULHO (R$ 0.2/un) | MATERIAL REFRATÁRIO (R$ 0.5/un) | MADEIRA (R$ 0/un) | EDDY CURRENT (R$ 0.5/un) | PÓ DE INDEX (R$ 0/un) | SUCATA (R$ 0/un);POLIGUINDASTE | ROLLON | ROLLON - MADEIRA;"aguardando aprovação do Faturamento, sem valor";Preencher valor (R$/kg ou unidade) no cadastro do cliente e salvar;PÓ DE INDEX;;kg;;
90227;d53b7220-fbb2-474c-9966-ff7fd438889f;METALEX LTDA;METALEX LTDA;MTR-20260604-082723;082723;MADEIRA;1080;PRONTO_PARA_FATURAR;;VALOR_ZERO_NO_CONTRATO;MADEIRA;0;0;kg;EMULSÃO OLEOSA (R$ 0/un) | ENTULHO (R$ 0.2/un) | MATERIAL REFRATÁRIO (R$ 0.5/un) | MADEIRA (R$ 0/un) | EDDY CURRENT (R$ 0.5/un) | PÓ DE INDEX (R$ 0/un) | SUCATA (R$ 0/un);POLIGUINDASTE | ROLLON | ROLLON - MADEIRA;"aguardando aprovação do Faturamento, sem valor";Preencher valor (R$/kg ou unidade) no cadastro do cliente e salvar;MADEIRA;;kg;0;
90247;d53b7220-fbb2-474c-9966-ff7fd438889f;METALEX LTDA;METALEX LTDA;MTR-20260605-101131;101131;MADEIRA;1750;PRONTO_PARA_FATURAR;;VALOR_ZERO_NO_CONTRATO;MADEIRA;0;0;kg;EMULSÃO OLEOSA (R$ 0/un) | ENTULHO (R$ 0.2/un) | MATERIAL REFRATÁRIO (R$ 0.5/un) | MADEIRA (R$ 0/un) | EDDY CURRENT (R$ 0.5/un) | PÓ DE INDEX (R$ 0/un) | SUCATA (R$ 0/un);POLIGUINDASTE | ROLLON | ROLLON - MADEIRA;"aguardando aprovação do Faturamento, sem valor";Preencher valor (R$/kg ou unidade) no cadastro do cliente e salvar;MADEIRA;;kg;0;
90249;d53b7220-fbb2-474c-9966-ff7fd438889f;METALEX LTDA;METALEX LTDA;MTR-20260608-074751;074751;PÓ DE INDEX — Classe II;2810;PRONTO_PARA_FATURAR;;VALOR_ZERO_NO_CONTRATO;PÓ DE INDEX;0;;kg;EMULSÃO OLEOSA (R$ 0/un) | ENTULHO (R$ 0.2/un) | MATERIAL REFRATÁRIO (R$ 0.5/un) | MADEIRA (R$ 0/un) | EDDY CURRENT (R$ 0.5/un) | PÓ DE INDEX (R$ 0/un) | SUCATA (R$ 0/un);POLIGUINDASTE | ROLLON | ROLLON - MADEIRA;"aguardando aprovação do Faturamento, sem valor";Preencher valor (R$/kg ou unidade) no cadastro do cliente e salvar;PÓ DE INDEX;;kg;;
90260;d53b7220-fbb2-474c-9966-ff7fd438889f;METALEX LTDA;METALEX LTDA;MTR-20260604-122952;122952;MADEIRA;4680;PRONTO_PARA_FATURAR;;VALOR_ZERO_NO_CONTRATO;MADEIRA;0;0;kg;EMULSÃO OLEOSA (R$ 0/un) | ENTULHO (R$ 0.2/un) | MATERIAL REFRATÁRIO (R$ 0.5/un) | MADEIRA (R$ 0/un) | EDDY CURRENT (R$ 0.5/un) | PÓ DE INDEX (R$ 0/un) | SUCATA (R$ 0/un);POLIGUINDASTE | ROLLON | ROLLON - MADEIRA;"aguardando aprovação do Faturamento, sem valor";Preencher valor (R$/kg ou unidade) no cadastro do cliente e salvar;MADEIRA;;kg;0;
90280;d53b7220-fbb2-474c-9966-ff7fd438889f;METALEX LTDA;METALEX LTDA;MTR-20260609-073830;073830;PÓ DE INDEX — Classe II;3410;PRONTO_PARA_FATURAR;;VALOR_ZERO_NO_CONTRATO;PÓ DE INDEX;0;;kg;EMULSÃO OLEOSA (R$ 0/un) | ENTULHO (R$ 0.2/un) | MATERIAL REFRATÁRIO (R$ 0.5/un) | MADEIRA (R$ 0/un) | EDDY CURRENT (R$ 0.5/un) | PÓ DE INDEX (R$ 0/un) | SUCATA (R$ 0/un);POLIGUINDASTE | ROLLON | ROLLON - MADEIRA;"aguardando aprovação do Faturamento, sem valor";Preencher valor (R$/kg ou unidade) no cadastro do cliente e salvar;PÓ DE INDEX;;kg;;
90281;d53b7220-fbb2-474c-9966-ff7fd438889f;METALEX LTDA;METALEX LTDA;MTR-20260609-074517;074517;PÓ DE INDEX — Classe II;1900;PRONTO_PARA_FATURAR;;VALOR_ZERO_NO_CONTRATO;PÓ DE INDEX;0;;kg;EMULSÃO OLEOSA (R$ 0/un) | ENTULHO (R$ 0.2/un) | MATERIAL REFRATÁRIO (R$ 0.5/un) | MADEIRA (R$ 0/un) | EDDY CURRENT (R$ 0.5/un) | PÓ DE INDEX (R$ 0/un) | SUCATA (R$ 0/un);POLIGUINDASTE | ROLLON | ROLLON - MADEIRA;"aguardando aprovação do Faturamento, sem valor";Preencher valor (R$/kg ou unidade) no cadastro do cliente e salvar;PÓ DE INDEX;;kg;;
90296;d53b7220-fbb2-474c-9966-ff7fd438889f;METALEX LTDA;METALEX LTDA;MTR-20260609-153647;153647;MADEIRA;1840;PRONTO_PARA_FATURAR;;VALOR_ZERO_NO_CONTRATO;MADEIRA;0;0;kg;EMULSÃO OLEOSA (R$ 0/un) | ENTULHO (R$ 0.2/un) | MATERIAL REFRATÁRIO (R$ 0.5/un) | MADEIRA (R$ 0/un) | EDDY CURRENT (R$ 0.5/un) | PÓ DE INDEX (R$ 0/un) | SUCATA (R$ 0/un);POLIGUINDASTE | ROLLON | ROLLON - MADEIRA;"aguardando aprovação do Faturamento, sem valor";Preencher valor (R$/kg ou unidade) no cadastro do cliente e salvar;MADEIRA;;kg;0;
90264;c7a0ad89-9ff2-4f6e-bd48-9333e385a3d7;METALURGICA RIGITEC LTDA;METALURGICA RIGITEC LTDA;MTR-20260605-144323;144323-1;LODO GALVÂNICO;13810;PRONTO_PARA_FATURAR;;VALOR_ZERO_NO_CONTRATO;LODO GALVÂNICO;0;;kg;LODO GALVÂNICO (R$ 0/un) | MIX DE SÓLIDOS CONTAMINADOS (R$ 0/un);;"aguardando aprovação do Faturamento, sem valor";Preencher valor (R$/kg ou unidade) no cadastro do cliente e salvar;LODO GALVÂNICO;;kg;;
90265;c7a0ad89-9ff2-4f6e-bd48-9333e385a3d7;METALURGICA RIGITEC LTDA;METALURGICA RIGITEC LTDA;MTR-20260605-144323;144323-2;MIX DE SÓLIDOS CONTAMINADOS;1030;PRONTO_PARA_FATURAR;;VALOR_ZERO_NO_CONTRATO;MIX DE SÓLIDOS CONTAMINADOS;0;;kg;LODO GALVÂNICO (R$ 0/un) | MIX DE SÓLIDOS CONTAMINADOS (R$ 0/un);;"aguardando aprovação do Faturamento, sem valor";Preencher valor (R$/kg ou unidade) no cadastro do cliente e salvar;MIX DE SÓLIDOS CONTAMINADOS;;kg;;
90245;519f598a-d6e9-41a4-920f-aa57eaaa8861;MF SERVIÇOS DE LAVAGEM AUTOMOTIVA;MF SERVIÇOS DE LAVAGEM AUTOMOTIVA;MTR-20260609-112721;112721;MIX CONTAMINADO;6300;PRONTO_PARA_FATURAR;;VALOR_ZERO_NO_CONTRATO;MIX CONTAMINADO;0;;kg;MIX CONTAMINADO (R$ 0/un);;"aguardando aprovação do Faturamento, sem valor";Preencher valor (R$/kg ou unidade) no cadastro do cliente e salvar;MIX CONTAMINADO;;kg;;
90040;90a6e612-ed9c-453a-88cf-52ad56f3d8e1;MILFLEX - VALQUIM DISTRIBUIÇÃO LTDA;MILFLEX - VALQUIM DISTRIBUIÇÃO LTDA;MTR-20260528-150804;150804;MIX CONTAMINADO — SÓLIDO;3120;PRONTO_PARA_FATURAR;;SEM_MATCH_RESIDUO;;;;;MIX DE CONTAMINADO (R$ 0/un);;"aguardando aprovação do Faturamento, sem valor";Conferir nome do resíduo na coleta vs cadastro do cliente;MIX CONTAMINADO — SÓLIDO;;kg;;
90198;90a6e612-ed9c-453a-88cf-52ad56f3d8e1;MILFLEX - VALQUIM DISTRIBUIÇÃO LTDA;MILFLEX - VALQUIM DISTRIBUIÇÃO LTDA;MTR-20260602-164930;164930;MIX DE CONTAMINADO — Classe I;9880;PRONTO_PARA_FATURAR;;VALOR_ZERO_NO_CONTRATO;MIX DE CONTAMINADO;0;;kg;MIX DE CONTAMINADO (R$ 0/un);;"aguardando aprovação do Faturamento, sem valor";Preencher valor (R$/kg ou unidade) no cadastro do cliente e salvar;MIX DE CONTAMINADO;;kg;;
90117;d204572e-4858-45bb-b2de-5ab8ec92d1a8;NDS TRANSPORTES E LOGÍSTICA LTDA;NDS TRANSPORTES E LOGÍSTICA LTDA;MTR-20260601-143503;143503;IMPRÓPRIO PARA CONSUMO;20470;PRONTO_PARA_FATURAR;;VALOR_ZERO_NO_CONTRATO;IMPRÓPRIO PARA CONSUMO;0;;kg;IMPRÓPRIO PARA CONSUMO (R$ 0/un);;"aguardando aprovação do Faturamento, sem valor";Preencher valor (R$/kg ou unidade) no cadastro do cliente e salvar;IMPRÓPRIO PARA CONSUMO;;kg;;
90200;c7e9225f-46e1-4ace-bb41-a973c4afa16f;PEGORARO - BARUERI;PEGORARO - BARUERI;MTR-20260603-155254;155254;ENTULHO — Classe II;3130;PRONTO_PARA_FATURAR;;VALOR_ZERO_NO_CONTRATO;ENTULHO;0;;kg;ENTULHO (R$ 0/un);;"aguardando aprovação do Faturamento, sem valor";Preencher valor (R$/kg ou unidade) no cadastro do cliente e salvar;ENTULHO;;kg;;
